Word	VersionNum	WordType	Block	Word_ID_unique	RTclean_mean	RTclean_sd	Rtclean_n	zRTclean_mean	zRTclean_sd	zRTclean_n	ACC	ACC_n	Concrete_rating
analgesic	1	Concrete	2	10306	1091.62	382.66	13	0.75	1.32	13	41.94	31	3.57
analogous	4	Abstract	3	40719	1036.20	352.39	30	0.22	1.07	30	96.88	32	1.58
analogy	9	Abstract	4	90962	1067.48	330.40	25	0.31	1.09	25	83.33	30	1.61
analyst	7	Concrete	2	70317	981.76	295.98	29	-0.03	0.82	29	93.55	31	4.23
analytic	3	Abstract	3	30736	1116.20	385.74	25	0.25	0.92	25	80.65	31	1.8
analytical	3	Abstract	4	30986	970.66	407.90	29	0.03	1.03	29	96.77	31	1.86
analyze	1	Abstract	1	10178	1001.07	334.85	30	-0.01	0.98	30	96.77	31	2.3
anarchism	8	Abstract	1	80133	1201.22	461.42	27	0.41	1.00	27	90.32	31	1.92
anarchy	5	Abstract	4	50919	1053.50	284.57	28	0.37	1.08	28	90.63	32	2.12
anatomic	8	Abstract	4	80975	1255.15	300.82	13	1.59	1.24	13	51.61	31	2.44
anatomist	3	Concrete	3	30519	1166.24	421.84	29	0.55	1.06	29	96.77	31	3.59
ancestral	7	Abstract	3	70651	1192.19	435.30	31	0.57	0.82	31	100.00	31	1.96
anchor	8	Concrete	1	80063	771.60	205.84	30	-0.82	0.46	30	96.77	31	4.77
anchored	10	Concrete	3	100583	1020.52	381.26	27	0.05	0.75	27	84.38	32	3.72
anchorman	9	Concrete	1	90034	933.73	356.07	30	-0.48	0.73	30	100.00	30	4.72
anchovy	6	Concrete	4	60814	1076.75	506.91	24	0.11	0.97	24	77.42	31	4.96
anesthetic	8	Concrete	4	80799	1425.61	402.17	18	1.25	1.14	18	58.06	31	3.93
anew	3	Abstract	3	30668	1000.77	417.64	30	-0.06	0.90	30	96.77	31	1.72
angelic	3	Abstract	1	30138	1275.09	516.26	22	0.52	0.96	22	70.97	31	2.22
angelically	1	Abstract	1	10131	1120.46	364.97	28	0.17	0.80	28	93.55	31	2.23
anger	2	Abstract	1	20248	996.65	467.97	23	-0.21	1.06	23	74.19	31	2.41
angers	2	Abstract	2	20494	985.52	341.80	27	0.03	0.80	27	87.10	31	2.27
angler	7	Concrete	1	70103	1151.27	349.68	15	0.35	0.89	15	48.39	31	4.14
angst	6	Abstract	1	60127	966.43	288.20	21	-0.27	0.59	21	70.97	31	1.96
anguish	1	Abstract	4	10996	865.77	268.89	31	-0.35	0.63	31	100.00	31	2.38
animosity	1	Abstract	1	10166	1120.80	428.67	30	0.27	1.19	30	96.77	31	2.11
anklet	9	Concrete	3	90525	811.07	286.38	28	-0.57	0.61	28	93.33	30	4.75
annex	6	Concrete	1	60104	1044.79	262.35	14	0.17	1.02	14	45.16	31	4
announcer	8	Concrete	3	80604	927.34	276.84	29	-0.24	0.78	29	93.55	31	4.52
annoy	5	Abstract	1	50176	1069.83	348.53	24	0.22	0.85	24	78.13	32	1.93
annoyance	7	Abstract	1	70163	1021.86	359.92	28	-0.06	1.02	28	90.32	31	2.14
annul	2	Abstract	2	20464	1091.80	319.03	25	0.34	0.89	25	80.65	31	2.28
annulment	2	Abstract	2	20448	1128.89	403.00	27	0.58	1.32	27	80.65	31	2.25
annunciation	1	Abstract	2	10445	1196.07	373.57	27	0.69	0.93	27	90.32	31	2
anomaly	6	Abstract	3	60639	1123.45	479.61	29	0.16	1.08	29	93.55	31	1.79
anonymity	8	Abstract	1	80148	953.38	279.34	29	-0.27	0.70	29	93.55	31	1.88
answerable	8	Abstract	1	80219	1104.00	327.04	30	0.21	0.96	30	96.77	31	1.93
ant	4	Concrete	3	40516	788.47	200.81	32	-0.58	0.60	32	100.00	32	4.86
antagonism	3	Abstract	4	30997	1059.24	475.31	29	0.25	1.06	29	93.55	31	2.33
antagonize	2	Abstract	2	20451	999.25	302.48	28	0.13	0.96	28	90.32	31	2.43
anteater	5	Concrete	3	50502	1032.21	413.23	28	-0.11	1.07	28	90.63	32	4.86
antelope	4	Concrete	2	40266	896.40	280.34	30	-0.21	0.88	30	93.75	32	5
antenna	3	Concrete	4	30788	819.63	153.80	30	-0.39	0.56	30	96.77	31	4.75
antennae	10	Concrete	1	100104	1041.48	351.31	25	0.13	0.92	25	78.13	32	4.85
anthill	4	Concrete	4	40849	925.87	362.41	30	-0.11	0.95	30	96.77	31	4.89
anthrax	2	Concrete	2	20275	1022.55	294.37	22	0.24	0.76	22	70.97	31	4.44
anthropologist	10	Concrete	1	100032	1002.72	410.05	32	-0.16	0.89	32	100.00	32	4
antibiotics	4	Concrete	4	40801	890.75	222.76	24	-0.04	0.87	24	80.65	31	4.45
anticipate	10	Abstract	4	100927	952.60	468.46	30	-0.21	0.87	30	93.75	32	1.54
anticlimax	2	Abstract	3	20714	1338.48	416.88	23	0.92	0.96	23	77.42	31	1.81
antifreeze	4	Concrete	3	40613	946.10	266.07	31	0.13	1.13	31	96.88	32	4.54
antihistamine	3	Concrete	3	30550	1419.21	442.80	19	1.29	1.05	19	77.42	31	3.68
antimatter	6	Abstract	4	60931	1218.58	387.43	12	1.04	1.19	12	38.71	31	1.77
antiques	8	Concrete	3	80527	960.17	281.56	23	0.01	1.01	23	74.19	31	4.22
antiquity	7	Abstract	2	70462	1049.68	405.81	28	0.23	0.98	28	90.32	31	2.13
antiseptic	1	Concrete	4	10840	1125.00	408.38	23	0.61	1.10	23	67.74	31	3.85
antiseptics	2	Concrete	3	20525	1115.93	346.24	27	0.46	1.00	27	90.32	31	3.96
antislavery	3	Abstract	4	30996	1209.57	361.25	23	0.89	0.89	23	80.65	31	2.26
antisocial	10	Abstract	2	100429	1101.70	355.47	30	0.35	0.84	30	93.75	32	1.86
anus	10	Concrete	4	100767	917.44	299.55	32	-0.24	0.65	32	100.00	32	4.86
anxiety	7	Abstract	3	70671	880.92	277.22	26	-0.35	0.87	26	87.10	31	2.21
anxious	9	Abstract	3	90695	925.38	313.57	29	-0.13	1.02	29	96.67	30	1.68
anxiously	7	Abstract	4	70981	866.00	312.87	30	-0.33	0.67	30	100.00	31	2.08
anyhow	9	Abstract	3	90727	1001.30	339.13	27	0.00	0.92	27	90.00	30	1.48
anymore	10	Abstract	3	100697	992.81	447.97	32	-0.18	0.93	32	100.00	32	2.04
anyplace	2	Abstract	2	20430	1158.67	562.68	15	0.18	1.07	15	48.39	31	2.43
apartment	5	Concrete	1	50120	852.13	325.92	32	-0.47	0.87	32	100.00	32	4.9
apartments	9	Concrete	3	90512	954.39	380.54	28	-0.21	0.82	28	93.33	30	4.71
apathetic	4	Abstract	2	40444	961.59	314.26	32	-0.08	1.00	32	100.00	32	1.62
apathy	1	Abstract	4	10972	859.47	266.36	30	-0.35	0.76	30	96.77	31	2.04
apocalypse	5	Abstract	3	50630	1203.90	536.95	10	0.35	1.00	10	31.25	32	2.21
apocalyptic	6	Abstract	4	60895	1379.95	423.63	22	1.18	1.07	22	77.42	31	1.83
apologetic	2	Abstract	2	20384	980.81	342.11	27	0.01	0.83	27	87.10	31	1.88
apostrophe	6	Concrete	4	60799	1311.48	646.68	25	0.81	1.36	25	77.42	31	3.88
apothecary	7	Concrete	4	70855	1025.25	139.78	16	0.45	0.54	16	51.61	31	3.76
appallingly	3	Abstract	2	30434	1079.87	429.21	30	0.18	1.03	30	96.77	31	2.11
apparatus	10	Concrete	4	100873	1023.22	373.13	23	0.24	0.89	23	71.88	32	3.78
apparel	8	Concrete	2	80256	910.41	225.82	27	-0.30	0.53	27	87.10	31	4.6
apparent	3	Abstract	1	30214	1146.96	470.45	26	0.12	0.95	26	83.87	31	1.73
apparently	4	Abstract	3	40637	845.81	244.85	32	-0.38	0.82	32	100.00	32	1.75
apparition	10	Abstract	3	100739	1136.93	453.43	27	0.37	1.29	27	84.38	32	2.46
appeal	1	Abstract	4	10970	972.60	355.45	30	0.00	0.99	30	96.77	31	1.73
appease	9	Abstract	2	90407	972.52	315.91	29	-0.07	0.72	29	100.00	30	1.93
appendage	2	Concrete	2	20281	1216.10	435.67	20	0.57	0.88	20	64.52	31	4.26
appendectomy	1	Concrete	2	10367	1399.53	503.19	19	1.26	1.34	19	64.52	31	4.42
appetizer	5	Concrete	2	50325	883.19	221.11	32	-0.38	0.71	32	100.00	32	4.71
applaud	8	Concrete	1	80105	1044.85	260.22	20	0.03	0.99	20	64.52	31	3.8
applause	6	Concrete	1	60097	1070.79	372.96	28	0.06	0.93	28	90.32	31	4.29
apple	5	Concrete	1	50102	664.88	160.52	32	-1.09	0.41	32	100.00	32	5
appliance	10	Concrete	3	100580	1123.81	480.97	27	0.34	0.86	27	84.38	32	4.57
applicable	6	Abstract	2	60390	1092.60	333.64	30	0.29	0.82	30	96.77	31	2.3
applicant	3	Concrete	3	30568	987.75	331.09	24	0.04	0.84	24	77.42	31	4
applicator	7	Concrete	1	70064	1097.89	401.53	27	0.20	1.11	27	90.32	31	4.26
appoint	9	Abstract	2	90463	1043.26	358.31	27	0.17	0.82	27	90.00	30	2.24
appraise	9	Abstract	2	90397	939.38	308.06	29	-0.17	0.76	29	96.67	30	1.73
appraiser	1	Concrete	4	10762	1151.47	448.91	19	0.59	1.14	19	61.29	31	3.62
appraising	3	Abstract	3	30641	964.89	377.45	28	-0.04	1.03	28	90.32	31	1.83
appreciably	3	Abstract	1	30185	1055.03	381.15	30	-0.05	0.93	30	96.77	31	1.69
appreciative	10	Abstract	1	100129	1076.78	421.26	27	0.04	0.85	27	84.38	32	1.93
apprentice	3	Concrete	1	30119	1119.28	460.19	29	0.02	0.78	29	93.55	31	3.67
apprise	3	Abstract	2	30407	1186.23	500.79	30	0.56	1.35	30	93.55	31	1.78
approval	8	Abstract	3	80702	937.87	360.83	31	-0.21	0.88	31	100.00	31	2.33
approve	1	Abstract	4	10969	982.86	365.25	29	-0.05	0.92	29	96.77	31	1.85
apricot	6	Concrete	4	60783	811.76	331.68	29	-0.64	0.63	29	93.55	31	4.97
apron	4	Concrete	4	40851	803.31	292.71	32	-0.40	0.84	32	96.88	32	4.87
apt	10	Abstract	2	100470	1062.67	309.82	21	0.29	0.80	21	65.63	32	1.78
aptitude	9	Abstract	1	90168	1232.96	551.33	27	0.35	1.17	27	90.00	30	1.54
aptly	7	Abstract	4	70949	790.53	225.76	30	-0.53	0.58	30	96.77	31	1.66
aquarium	6	Concrete	3	60601	877.63	301.58	30	-0.39	0.68	30	96.77	31	4.77
aqueduct	9	Concrete	3	90625	1154.88	375.07	24	0.57	0.97	24	83.33	30	4.62
arachnid	8	Concrete	1	80092	1272.71	467.90	24	0.70	1.07	24	80.65	31	4.65
arbitrary	3	Abstract	2	30377	1015.37	418.09	27	-0.13	0.60	27	90.32	31	1.62
arbitrate	3	Abstract	1	30242	1392.71	516.13	28	0.94	1.13	28	90.32	31	2.1
archaeologist	10	Concrete	1	100007	931.75	314.04	32	-0.30	0.73	32	100.00	32	4.45
archaic	6	Abstract	4	60893	1280.64	422.86	22	1.00	1.24	22	74.19	31	2.23
archbishop	10	Concrete	4	100778	1065.48	469.43	29	0.16	0.89	29	96.88	32	4.14
archdeacon	7	Concrete	1	70085	1370.57	440.03	21	0.97	1.18	21	67.74	31	4
archduke	8	Concrete	3	80611	965.15	282.96	27	0.05	0.79	27	87.10	31	3.93
archery	10	Concrete	4	100809	909.93	392.38	28	-0.18	1.17	28	90.63	32	3.93
arches	5	Concrete	2	50279	1090.35	373.94	31	0.41	1.36	31	96.88	32	4.3
archipelago	1	Concrete	1	10034	1214.77	547.37	26	0.53	1.14	26	87.10	31	3.96
architect	10	Concrete	1	100116	955.75	352.86	32	-0.29	0.90	32	100.00	32	3.74
architecture	1	Concrete	1	10114	940.97	312.34	30	-0.27	0.73	30	96.77	31	3.59
archives	5	Concrete	1	50015	980.95	205.68	19	-0.06	0.56	19	59.38	32	3.93
archivist	7	Concrete	2	70265	1059.79	427.63	29	0.25	0.98	29	90.32	31	3.57
ardent	4	Abstract	2	40481	1005.96	286.33	25	0.17	0.88	25	81.25	32	1.64
ardently	9	Abstract	1	90127	1111.79	439.78	29	0.08	0.80	29	96.67	30	1.66
are	1	Abstract	4	10911	910.03	346.41	30	-0.13	1.09	30	96.77	31	1.96
arguably	8	Abstract	2	80419	918.10	327.18	31	-0.30	0.81	31	100.00	31	1.79
arisen	8	Abstract	3	80744	1039.52	270.07	25	0.30	0.93	25	83.87	31	2.15
aristocrat	4	Concrete	1	40024	970.84	232.02	25	-0.14	0.67	25	81.25	32	3.76
armada	6	Concrete	4	60771	1247.47	442.79	19	0.70	1.18	19	64.52	31	4.04
armadillo	9	Concrete	4	90758	949.78	371.20	27	-0.03	1.18	27	90.00	30	4.9
armband	7	Concrete	1	70004	834.70	226.05	30	-0.68	0.46	30	96.77	31	4.67
armless	5	Concrete	4	50812	1032.92	381.21	25	0.01	0.81	25	78.13	32	3.71
armoire	7	Concrete	4	70774	1130.32	491.85	22	0.51	1.04	22	70.97	31	4.52
armory	7	Concrete	2	70288	918.96	360.17	23	-0.36	0.71	23	74.19	31	4.36
armpit	2	Concrete	1	20035	876.97	323.87	31	-0.57	0.58	31	100.00	31	4.8
arose	1	Abstract	1	10236	1008.71	378.77	24	-0.15	0.83	24	80.65	31	2.19
arraign	8	Abstract	2	80409	1080.60	507.22	25	0.20	1.10	25	87.10	31	2.42
arrogance	4	Abstract	1	40249	901.48	309.01	31	-0.43	0.68	31	96.88	32	1.74
arrogant	5	Abstract	2	50404	961.00	263.80	27	-0.12	0.88	27	84.38	32	2.07
arrowhead	3	Concrete	3	30574	877.23	324.52	30	-0.48	0.76	30	96.77	31	4.7
arsenic	9	Concrete	4	90865	1008.22	244.17	23	0.18	0.82	23	76.67	30	4.29
arson	6	Concrete	2	60278	1045.27	430.27	26	0.20	0.94	26	83.87	31	3.66
art	4	Concrete	2	40337	899.60	341.24	25	-0.43	0.75	25	78.13	32	4.17
artery	7	Concrete	4	70796	1135.00	422.93	24	0.56	1.20	24	80.65	31	4.48
artful	7	Abstract	2	70393	1100.74	323.14	23	0.43	1.11	23	74.19	31	2.42
artfully	6	Abstract	3	60736	1059.17	457.36	29	0.11	0.95	29	96.77	31	1.81
artichoke	2	Concrete	2	20278	830.93	207.58	28	-0.45	0.53	28	90.32	31	4.63
article	7	Concrete	2	70374	897.52	335.88	27	-0.30	0.78	27	87.10	31	4.33
artifact	2	Concrete	2	20319	929.89	340.90	27	-0.16	0.88	27	90.32	31	4.5
artificially	6	Abstract	2	60446	1074.50	355.69	30	0.21	0.97	30	100.00	31	1.81
artillery	10	Concrete	4	100758	1034.35	329.90	26	0.28	0.93	26	81.25	32	4.31
artist	1	Concrete	2	10300	791.97	233.52	30	-0.69	0.72	30	96.77	31	4.24
artistic	9	Abstract	2	90378	1082.29	427.13	24	0.13	0.94	24	80.00	30	2.14
artistically	3	Abstract	2	30419	1296.89	607.01	27	0.73	1.18	27	87.10	31	2.13
artistry	2	Abstract	4	20895	1183.57	472.95	21	0.77	1.17	21	70.97	31	2
artless	8	Abstract	1	80163	1080.61	312.08	28	0.11	0.78	28	90.32	31	1.89
asbestos	1	Concrete	2	10255	1149.42	484.74	24	0.53	1.03	24	74.19	31	4.52
ascension	10	Abstract	2	100394	1141.46	520.17	28	0.24	0.96	28	87.50	32	2.37
ascertain	6	Abstract	3	60656	1115.17	388.02	29	0.23	1.03	29	96.77	31	2.11
ascribe	6	Abstract	3	60723	1064.29	370.51	28	0.11	0.86	28	90.32	31	2.44
aseptic	2	Abstract	4	20919	1147.14	382.69	14	0.56	0.90	14	45.16	31	2.07
asexual	2	Abstract	4	20992	1265.74	467.60	23	0.77	1.05	23	74.19	31	2.43
ashcan	9	Concrete	4	90811	895.75	259.79	28	-0.19	0.73	28	93.33	30	4.78
aside	4	Abstract	1	40226	1028.54	364.66	28	-0.04	0.92	28	87.50	32	2.21
asinine	7	Abstract	4	70955	1207.53	485.75	19	0.68	1.02	19	64.52	31	1.67
asparagus	10	Concrete	4	100784	867.16	266.87	31	-0.35	0.79	31	96.88	32	4.96
aspect	7	Abstract	2	70441	820.30	186.33	27	-0.49	0.54	27	90.32	31	1.82
asphalt	10	Concrete	2	100328	902.79	279.74	28	-0.27	0.81	28	90.63	32	4.83
asphyxiate	6	Concrete	1	60052	1348.04	542.16	23	0.65	1.05	23	80.65	31	3.74
asphyxiation	6	Concrete	2	60268	1186.67	454.73	21	0.61	1.03	21	67.74	31	3.63
aspiration	4	Abstract	3	40666	1052.00	429.19	29	0.24	1.05	29	93.75	32	1.81
aspire	6	Abstract	3	60705	1055.28	428.48	29	0.07	1.04	29	93.55	31	1.53
assailant	4	Concrete	4	40836	1031.79	292.44	19	0.49	1.23	19	56.25	32	3.96
assassin	10	Concrete	1	100072	985.96	311.65	27	-0.06	0.89	27	84.38	32	4.43
assassination	7	Concrete	1	70017	1368.38	542.51	24	0.85	1.23	24	74.19	31	3.8
assaying	7	Abstract	1	70183	1121.20	388.27	30	0.22	0.86	30	96.77	31	2.39
assembly	6	Concrete	3	60549	1085.25	273.37	12	0.38	0.71	12	38.71	31	3.79
assemblyman	7	Concrete	1	70002	1107.89	377.31	28	0.12	0.94	28	90.32	31	3.74
assert	5	Abstract	1	50166	1072.74	315.40	27	0.20	0.79	27	90.63	32	2.03
assertion	8	Abstract	1	80180	1035.79	268.68	28	0.09	0.81	28	90.32	31	2.2
assertive	3	Abstract	2	30450	1011.27	261.74	30	0.03	0.59	30	96.77	31	2.07
assess	1	Abstract	1	10187	1199.55	491.44	29	0.45	1.18	29	90.32	31	2.26
assessed	9	Abstract	3	90743	956.50	361.85	30	-0.07	1.04	30	100.00	30	2
assessment	10	Abstract	1	100182	1135.04	495.99	23	0.26	1.30	23	68.75	32	2.11
asshole	9	Concrete	2	90358	996.62	371.72	26	0.00	1.08	26	90.00	30	4.08
assigned	8	Abstract	2	80454	991.97	309.53	29	0.04	0.92	29	93.55	31	1.75
assignment	10	Concrete	4	100827	950.59	347.64	27	-0.15	0.74	27	84.38	32	3.86
assimilate	10	Abstract	4	100940	1036.28	415.47	29	0.12	0.96	29	90.63	32	2.17
assistance	8	Abstract	1	80183	1091.27	367.05	22	0.26	1.04	22	74.19	31	2.25
assume	4	Abstract	2	40443	866.03	245.85	30	-0.35	0.92	30	93.75	32	1.75
assumed	9	Abstract	2	90379	842.93	234.92	29	-0.41	0.78	29	100.00	30	1.86
assuming	8	Abstract	3	80731	822.29	221.38	31	-0.55	0.73	31	100.00	31	1.5
assumption	3	Abstract	3	30715	925.07	349.26	30	-0.20	1.03	30	96.77	31	1.84
assurance	8	Abstract	2	80471	1054.62	423.75	29	0.23	1.20	29	96.77	31	1.76
assure	10	Abstract	2	100473	965.94	383.69	32	-0.28	0.67	32	100.00	32	2.43
assured	1	Abstract	3	10659	790.67	248.56	30	-0.71	0.62	30	100.00	31	2.21
assuredly	1	Abstract	1	10151	1041.90	519.35	31	-0.04	1.22	31	100.00	31	1.82
assuring	3	Abstract	1	30139	966.67	295.14	27	-0.26	0.71	27	87.10	31	1.62
asterisk	2	Concrete	3	20565	1311.69	548.72	26	0.88	1.44	26	87.10	31	4
asteroid	9	Concrete	3	90561	901.78	283.97	27	-0.19	0.71	27	93.33	30	4.86
asthma	5	Concrete	1	50041	1009.43	388.85	28	0.08	0.99	28	90.63	32	3.71
astonish	6	Abstract	1	60160	1095.37	304.09	27	0.01	0.71	27	93.55	31	1.7
astound	3	Abstract	4	30876	971.67	293.32	30	0.04	0.78	30	96.77	31	1.93
astounded	7	Abstract	4	70956	888.43	251.56	30	-0.19	0.67	30	96.77	31	1.71
astral	8	Abstract	3	80745	1137.95	436.17	20	0.60	1.23	20	67.74	31	2.26
astrologer	1	Concrete	1	10117	983.59	308.90	29	-0.14	0.75	29	93.55	31	3.78
astrology	8	Abstract	4	80918	1137.77	323.62	13	0.48	0.70	13	41.94	31	2.48
astronaut	1	Concrete	2	10253	874.26	351.79	31	-0.46	0.88	31	100.00	31	4.75
astronomer	4	Concrete	2	40259	858.81	222.75	32	-0.37	0.83	32	100.00	32	4.27
astrophysicist	3	Concrete	2	30297	1210.30	455.58	27	0.57	0.87	27	87.10	31	4.07
astute	4	Abstract	4	40975	877.81	329.64	31	-0.22	0.86	31	96.88	32	1.85
atheism	8	Abstract	2	80426	1155.38	381.51	26	0.36	0.98	26	83.87	31	2.23
athletics	4	Concrete	3	40534	998.00	397.21	22	0.13	1.18	22	65.63	32	3.65
atlas	5	Concrete	2	50307	861.29	219.01	31	-0.40	0.92	31	96.88	32	4.79
atomize	6	Abstract	2	60463	1275.95	623.47	21	0.62	1.13	21	67.74	31	2.24
atomizer	9	Concrete	3	90624	1083.96	385.58	23	0.40	1.07	23	76.67	30	4.04
atone	4	Abstract	3	40634	927.63	232.72	27	-0.04	0.77	27	84.38	32	1.88
atonement	9	Abstract	2	90401	1106.31	395.99	26	0.43	0.85	26	90.00	30	1.44
atrocious	4	Abstract	3	40649	925.00	258.51	27	-0.05	0.85	27	84.38	32	1.69
atrocity	10	Abstract	4	100925	969.33	385.04	27	-0.06	0.77	27	84.38	32	2.15
attain	10	Abstract	1	100157	1082.82	471.31	28	0.02	0.98	28	87.50	32	2.18
attempt	4	Abstract	4	40981	965.18	306.86	28	0.14	1.04	28	90.32	31	2.22
attendant	8	Concrete	4	80768	809.71	146.27	28	-0.46	0.57	28	90.32	31	4.44
attention	All	Abstract											2.3
attentive	8	Abstract	3	80691	951.00	334.05	30	-0.03	1.17	30	96.77	31	1.78
attest	6	Abstract	3	60641	945.61	332.83	28	-0.17	0.74	28	90.32	31	1.89
attic	2	Concrete	3	20531	879.57	226.52	30	-0.25	0.64	30	96.77	31	4.53
attire	4	Concrete	1	40072	963.84	236.20	25	-0.27	0.62	25	78.13	32	4.47
attitude	9	Abstract	2	90467	938.00	317.33	28	-0.17	1.01	28	93.33	30	1.97
attributable	6	Abstract	2	60396	1226.83	540.44	29	0.48	0.96	29	96.77	31	1.81
attribute	6	Abstract	1	60191	1051.46	352.94	28	-0.16	0.84	28	90.32	31	2.33
atypical	8	Abstract	4	80946	1018.68	421.61	31	0.05	0.85	31	100.00	31	1.93
auctioneer	2	Concrete	2	20317	979.53	385.52	30	0.01	0.88	30	96.77	31	4.55
audacious	7	Abstract	3	70735	996.10	364.19	29	-0.01	0.69	29	93.55	31	1.63
audacity	7	Abstract	3	70664	1006.16	430.52	31	0.00	0.96	31	100.00	31	1.62
audience	8	Concrete	3	80561	945.19	311.76	27	-0.03	1.04	27	87.10	31	4.29
audition	10	Concrete	4	100768	1023.91	335.00	22	0.23	0.87	22	68.75	32	3.66
auditorium	7	Concrete	4	70832	1006.90	319.02	30	0.21	0.82	30	100.00	31	4.7
augmented	1	Abstract	3	10689	1111.38	442.97	26	0.33	1.09	26	87.10	31	2.46
auspices	9	Abstract	2	90455	1292.95	441.01	22	1.05	1.03	22	76.67	30	1.86
auspicious	10	Abstract	1	100175	1030.83	349.06	29	0.16	1.10	29	90.63	32	1.96
austere	1	Abstract	1	10146	1176.48	467.50	25	0.32	1.08	25	77.42	31	1.96
authentic	7	Abstract	3	70713	1092.83	367.17	30	0.40	1.00	30	96.77	31	2.31
authenticity	5	Abstract	2	50472	952.69	274.68	32	-0.15	0.82	32	100.00	32	1.74
author	7	Concrete	2	70323	870.77	372.40	31	-0.36	0.96	31	100.00	31	4.26
authorize	10	Abstract	2	100392	911.24	264.51	25	-0.24	0.80	25	78.13	32	2.22
authorized	6	Abstract	4	60894	1027.32	436.01	28	-0.08	0.79	28	90.32	31	2.22
autobiography	2	Concrete	4	20827	915.00	292.15	24	0.07	1.09	24	83.87	31	3.74
autocracy	10	Abstract	4	100891	1137.92	516.02	24	0.29	1.04	24	78.13	32	2.23
autograph	9	Concrete	3	90619	891.90	370.60	30	-0.37	0.82	30	100.00	30	4.23
autographed	6	Concrete	3	60617	1002.14	351.63	28	0.11	1.02	28	90.32	31	3.83
automation	9	Abstract	1	90148	1392.74	494.40	23	0.97	0.94	23	76.67	30	2.48
automobile	6	Concrete	2	60276	1022.32	373.66	31	0.11	1.28	31	100.00	31	4.96
automotive	6	Concrete	4	60788	869.29	328.71	24	-0.41	0.68	24	77.42	31	4.19
autonomous	2	Abstract	2	20415	1206.71	532.06	28	0.58	1.03	28	93.55	31	2
autonomy	3	Abstract	3	30658	1211.00	493.02	14	0.41	1.41	14	48.39	31	2.04
avail	3	Abstract	4	30916	862.21	231.13	29	-0.27	0.83	29	93.55	31	1.33
avalanche	10	Concrete	3	100618	936.21	489.96	29	-0.36	0.85	29	93.75	32	4.32
avenge	5	Abstract	2	50490	950.77	244.73	30	-0.15	0.89	30	93.75	32	2.07
avenue	5	Concrete	1	50091	925.79	319.95	24	-0.26	0.69	24	78.13	32	4
aversion	8	Abstract	4	80998	948.97	404.46	31	-0.14	1.11	31	100.00	31	1.85
avert	4	Abstract	3	40743	903.33	280.39	30	-0.14	0.97	30	93.75	32	2.41
averted	7	Abstract	1	70218	1135.54	439.19	24	0.25	1.28	24	77.42	31	2.03
aviator	2	Concrete	4	20756	941.10	360.85	30	-0.15	0.92	30	96.77	31	4.57
avidly	1	Abstract	2	10493	994.03	395.68	31	-0.11	1.11	31	100.00	31	1.88
avoid	6	Abstract	1	60132	957.22	292.76	27	-0.30	0.98	27	90.32	31	2.41
avoidable	5	Abstract	3	50627	934.16	334.36	32	-0.36	0.78	32	100.00	32	1.79
avoidance	6	Abstract	4	60930	928.45	350.83	31	-0.25	0.86	31	100.00	31	1.86
avowed	5	Abstract	2	50388	1057.97	356.87	31	0.19	0.92	31	96.88	32	1.83
await	3	Abstract	1	30141	1095.15	445.48	27	0.02	1.03	27	87.10	31	1.54
awareness	10	Abstract	3	100647	885.03	280.16	32	-0.42	0.73	32	100.00	32	1.84
awash	4	Abstract	4	40918	978.81	457.55	21	0.14	1.42	21	65.63	32	2.08
awe	8	Abstract	2	80388	956.61	306.92	28	-0.09	0.81	28	90.32	31	1.89
awesome	1	Abstract	1	10165	934.18	274.70	28	-0.32	0.74	28	93.55	31	1.83
awestruck	2	Abstract	2	20455	988.88	319.38	25	-0.06	0.73	25	87.10	31	2.03
awful	8	Abstract	4	80931	843.19	262.39	31	-0.46	0.65	31	100.00	31	1.92
awfully	7	Abstract	4	70933	767.13	232.35	30	-0.67	0.62	30	100.00	31	1.67
awfulness	6	Abstract	3	60640	845.58	214.00	31	-0.53	0.48	31	100.00	31	2.2
awhile	8	Abstract	3	80738	991.23	330.10	31	0.05	1.01	31	100.00	31	1.54
awkward	5	Abstract	1	50207	1071.72	426.16	32	0.17	0.89	32	100.00	32	2
awkwardly	6	Abstract	3	60747	929.23	375.82	30	-0.25	0.82	30	96.77	31	1.84
awning	6	Concrete	3	60578	1318.93	397.97	15	0.71	0.86	15	48.39	31	4.61
awry	10	Abstract	1	100237	1011.12	332.11	25	0.06	1.05	25	81.25	32	2.1
axe	1	Concrete	1	10036	787.71	214.63	31	-0.76	0.51	31	100.00	31	5
axes	3	Concrete	4	30814	880.80	364.84	30	-0.26	1.01	30	96.77	31	4.68
axiom	4	Abstract	2	40498	1062.28	306.50	18	0.28	0.77	18	56.25	32	2
azalea	7	Concrete	2	70297	1239.21	523.91	19	0.82	1.11	19	58.06	31	4.4
baby	10	Concrete	4	100831	758.50	297.81	30	-0.84	0.61	30	96.88	32	5
bachelor	9	Concrete	2	90309	847.28	391.69	29	-0.55	0.83	29	100.00	30	4.32
backache	5	Concrete	3	50518	1165.81	417.21	31	0.48	1.16	31	96.88	32	4
backbend	8	Concrete	2	80348	1168.96	426.91	26	0.61	1.36	26	87.10	31	3.92
backboard	2	Concrete	3	20593	905.26	331.73	31	-0.33	0.77	31	100.00	31	4.93
backbone	7	Concrete	4	70779	764.94	258.09	31	-0.58	0.93	31	100.00	31	4.19
