verb,chapter,category,subcategory,extra_specifications,page
floss (teeth),41.2.1,verbs of grooming and bodily care,verbs of caring for a specific body part,floss verbs,p. 228
"shave (beard, legs)",41.2.1,verbs of grooming and bodily care,verbs of caring for a specific body part,floss verbs,p. 228
"wash (hands, face)",41.2.1,verbs of grooming and bodily care,verbs of caring for a specific body part,floss verbs,p. 228
bob (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
braid (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
brush (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
clip(nails),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
coldcream (face),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
comb (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
condition (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
crimp (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
crop (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
curl (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
cut (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
dye (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
file (nails),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
henna (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"lather (hair, body)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
manicure (nails),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
part (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
perm (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
plait (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
pluck (eyebrows),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"powder (face, nose)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"rinse (hair, mouth)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"rouge (cheeks, face)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
set (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
shampoo (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"soap (hands, body)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
talc (body),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
tease (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"towel (face, hands)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
"trim (hair, beard)",41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
wave (hair),41.2.2,verbs of grooming and bodily care,verbs of caring for a specific body part,braid verbs,p. 229
don,41.3.1,verbs of grooming and bodily care,verbs of dressing,simple verbs of dressing,p. 229
doff,41.3.1,verbs of grooming and bodily care,verbs of dressing,simple verbs of dressing,p. 229
wear,41.3.1,verbs of grooming and bodily care,verbs of dressing,simple verbs of dressing,p. 229
doll,41.3.2,verbs of grooming and bodily care,verbs of dressing,verbs of ressing well,p. 229
dress,41.3.2,verbs of grooming and bodily care,verbs of dressing,verbs of ressing well,p. 229
spruce,41.3.2,verbs of grooming and bodily care,verbs of dressing,verbs of ressing well,p. 229
tog,41.3.2,verbs of grooming and bodily care,verbs of dressing,verbs of ressing well,p. 229
attire,41.3.3,verbs of grooming and bodily care,verbs of dressing,verbs of being dressed,p. 230
clad,41.3.3,verbs of grooming and bodily care,verbs of dressing,verbs of being dressed,p. 230
garb,41.3.3,verbs of grooming and bodily care,verbs of dressing,verbs of being dressed,p. 230
robe,41.3.3,verbs of grooming and bodily care,verbs of dressing,verbs of being dressed,p. 230
assssinate,42.1,verbs of killing,murder verbs,,p. 230
butcher,42.1,verbs of killing,murder verbs,,p. 230
dispatch,42.1,verbs of killing,murder verbs,,p. 230
eliminate,42.1,verbs of killing,murder verbs,,p. 230
execute,42.1,verbs of killing,murder verbs,,p. 230
immolate,42.1,verbs of killing,murder verbs,,p. 230
kill,42.1,verbs of killing,murder verbs,,p. 230
liquidate,42.1,verbs of killing,murder verbs,,p. 230
massacre,42.1,verbs of killing,murder verbs,,p. 230
murder,42.1,verbs of killing,murder verbs,,p. 230
slaughter,42.1,verbs of killing,murder verbs,,p. 230
slay,42.1,verbs of killing,murder verbs,,p. 230
asphyxiate,42.2,verbs of killing,poison verbs,,p. 232
crucify,42.2,verbs of killing,poison verbs,,p. 232
drown,42.2,verbs of killing,poison verbs,,p. 232
electrocute,42.2,verbs of killing,poison verbs,,p. 232
garrotte,42.2,verbs of killing,poison verbs,,p. 232
hang (head),42.2,verbs of killing,poison verbs,,p. 232
knife,42.2,verbs of killing,poison verbs,,p. 232
poison,42.2,verbs of killing,poison verbs,,p. 232
shoot,42.2,verbs of killing,poison verbs,,p. 232
smother,42.2,verbs of killing,poison verbs,,p. 232
stab,42.2,verbs of killing,poison verbs,,p. 232
strangle,42.2,verbs of killing,poison verbs,,p. 232
suffocate,42.2,verbs of killing,poison verbs,,p. 232
beam,43.1,verbs of emission,verbs of light emission,,p. 233
blink,43.1,verbs of emission,verbs of light emission,,p. 233
burn,43.1,verbs of emission,verbs of light emission,,p. 233
blaze,43.1,verbs of emission,verbs of light emission,,p. 233
flame,43.1,verbs of emission,verbs of light emission,,p. 233
flare,43.1,verbs of emission,verbs of light emission,,p. 233
flash,43.1,verbs of emission,verbs of light emission,,p. 233
flicker,43.1,verbs of emission,verbs of light emission,,p. 233
glare,43.1,verbs of emission,verbs of light emission,,p. 233
gleam,43.1,verbs of emission,verbs of light emission,,p. 233
glimmer,43.1,verbs of emission,verbs of light emission,,p. 233
glint,43.1,verbs of emission,verbs of light emission,,p. 233
glisten,43.1,verbs of emission,verbs of light emission,,p. 233
glitter,43.1,verbs of emission,verbs of light emission,,p. 233
glow,43.1,verbs of emission,verbs of light emission,,p. 233
incandesce,43.1,verbs of emission,verbs of light emission,,p. 233
scintillate,43.1,verbs of emission,verbs of light emission,,p. 233
shimmer,43.1,verbs of emission,verbs of light emission,,p. 233
shine,43.1,verbs of emission,verbs of light emission,,p. 233
sparkle,43.1,verbs of emission,verbs of light emission,,p. 233
twinkle,43.1,verbs of emission,verbs of light emission,,p. 233
babble,43.2,verbs of emission,verbs of sound emission,,p. 235
bang,43.2,verbs of emission,verbs of sound emission,,p. 235
beat,43.2,verbs of emission,verbs of sound emission,,p. 235
beep,43.2,verbs of emission,verbs of sound emission,,p. 235
bellow,43.2,verbs of emission,verbs of sound emission,,p. 235
blare,43.2,verbs of emission,verbs of sound emission,,p. 235
blast,43.2,verbs of emission,verbs of sound emission,,p. 235
blat,43.2,verbs of emission,verbs of sound emission,,p. 235
boom,43.2,verbs of emission,verbs of sound emission,,p. 235
bubble,43.2,verbs of emission,verbs of sound emission,,p. 235
burble,43.2,verbs of emission,verbs of sound emission,,p. 235
burr,43.2,verbs of emission,verbs of sound emission,,p. 235
buzz,43.2,verbs of emission,verbs of sound emission,,p. 235
chatter,43.2,verbs of emission,verbs of sound emission,,p. 235
chime,43.2,verbs of emission,verbs of sound emission,,p. 235
chink,43.2,verbs of emission,verbs of sound emission,,p. 235
chir,43.2,verbs of emission,verbs of sound emission,,p. 235
chitter,43.2,verbs of emission,verbs of sound emission,,p. 235
chug,43.2,verbs of emission,verbs of sound emission,,p. 235
clack,43.2,verbs of emission,verbs of sound emission,,p. 235
clang,43.2,verbs of emission,verbs of sound emission,,p. 235
clank,43.2,verbs of emission,verbs of sound emission,,p. 235
clap,43.2,verbs of emission,verbs of sound emission,,p. 235
clash,43.2,verbs of emission,verbs of sound emission,,p. 235
clatter,43.2,verbs of emission,verbs of sound emission,,p. 235
click,43.2,verbs of emission,verbs of sound emission,,p. 235
cling,43.2,verbs of emission,verbs of sound emission,,p. 235
clink,43.2,verbs of emission,verbs of sound emission,,p. 235
clomp,43.2,verbs of emission,verbs of sound emission,,p. 235
clump,43.2,verbs of emission,verbs of sound emission,,p. 235
clunk,43.2,verbs of emission,verbs of sound emission,,p. 235
crack,43.2,verbs of emission,verbs of sound emission,,p. 235
crackle,43.2,verbs of emission,verbs of sound emission,,p. 235
crash,43.2,verbs of emission,verbs of sound emission,,p. 235
creak,43.2,verbs of emission,verbs of sound emission,,p. 235
crepitate,43.2,verbs of emission,verbs of sound emission,,p. 235
crunch,43.2,verbs of emission,verbs of sound emission,,p. 235
cry,43.2,verbs of emission,verbs of sound emission,,p. 235
ding,43.2,verbs of emission,verbs of sound emission,,p. 235
dong,43.2,verbs of emission,verbs of sound emission,,p. 235
explode,43.2,verbs of emission,verbs of sound emission,,p. 235
fizz,43.2,verbs of emission,verbs of sound emission,,p. 235
fizzle,43.2,verbs of emission,verbs of sound emission,,p. 235
groan,43.2,verbs of emission,verbs of sound emission,,p. 235
growl,43.2,verbs of emission,verbs of sound emission,,p. 235
gurgle,43.2,verbs of emission,verbs of sound emission,,p. 235
hiss,43.2,verbs of emission,verbs of sound emission,,p. 235
hoot,43.2,verbs of emission,verbs of sound emission,,p. 235
howl,43.2,verbs of emission,verbs of sound emission,,p. 235
hum,43.2,verbs of emission,verbs of sound emission,,p. 235
jangle,43.2,verbs of emission,verbs of sound emission,,p. 235
jingle,43.2,verbs of emission,verbs of sound emission,,p. 235
knell,43.2,verbs of emission,verbs of sound emission,,p. 235
knock,43.2,verbs of emission,verbs of sound emission,,p. 235
lilt,43.2,verbs of emission,verbs of sound emission,,p. 235
moan,43.2,verbs of emission,verbs of sound emission,,p. 235
murmur,43.2,verbs of emission,verbs of sound emission,,p. 235
patter,43.2,verbs of emission,verbs of sound emission,,p. 235
peal,43.2,verbs of emission,verbs of sound emission,,p. 235
ping,43.2,verbs of emission,verbs of sound emission,,p. 235
pink,43.2,verbs of emission,verbs of sound emission,,p. 235
pipe,43.2,verbs of emission,verbs of sound emission,,p. 235
plink,43.2,verbs of emission,verbs of sound emission,,p. 235
plonk,43.2,verbs of emission,verbs of sound emission,,p. 235
plop,43.2,verbs of emission,verbs of sound emission,,p. 235
plunk,43.2,verbs of emission,verbs of sound emission,,p. 235
pop,43.2,verbs of emission,verbs of sound emission,,p. 235
purr,43.2,verbs of emission,verbs of sound emission,,p. 235
putter,43.2,verbs of emission,verbs of sound emission,,p. 235
rap,43.2,verbs of emission,verbs of sound emission,,p. 235
rasp,43.2,verbs of emission,verbs of sound emission,,p. 235
rattle,43.2,verbs of emission,verbs of sound emission,,p. 235
ring,43.2,verbs of emission,verbs of sound emission,,p. 235
roar,43.2,verbs of emission,verbs of sound emission,,p. 235
roll,43.2,verbs of emission,verbs of sound emission,,p. 235
rumble,43.2,verbs of emission,verbs of sound emission,,p. 235
rustle,43.2,verbs of emission,verbs of sound emission,,p. 235
scream,43.2,verbs of emission,verbs of sound emission,,p. 235
screech,43.2,verbs of emission,verbs of sound emission,,p. 235
shriek,43.2,verbs of emission,verbs of sound emission,,p. 235
shrill,43.2,verbs of emission,verbs of sound emission,,p. 235
sing,43.2,verbs of emission,verbs of sound emission,,p. 235
sizzle,43.2,verbs of emission,verbs of sound emission,,p. 235
snap,43.2,verbs of emission,verbs of sound emission,,p. 235
splash,43.2,verbs of emission,verbs of sound emission,,p. 235
splutter,43.2,verbs of emission,verbs of sound emission,,p. 235
sputter,43.2,verbs of emission,verbs of sound emission,,p. 235
squawk,43.2,verbs of emission,verbs of sound emission,,p. 235
squeak,43.2,verbs of emission,verbs of sound emission,,p. 235
squeal,43.2,verbs of emission,verbs of sound emission,,p. 235
squelch,43.2,verbs of emission,verbs of sound emission,,p. 235
strike,43.2,verbs of emission,verbs of sound emission,,p. 235
swish,43.2,verbs of emission,verbs of sound emission,,p. 235
swoosh,43.2,verbs of emission,verbs of sound emission,,p. 235
thrum,43.2,verbs of emission,verbs of sound emission,,p. 235
thud,43.2,verbs of emission,verbs of sound emission,,p. 235
thump,43.2,verbs of emission,verbs of sound emission,,p. 235
thunder,43.2,verbs of emission,verbs of sound emission,,p. 235
thunk,43.2,verbs of emission,verbs of sound emission,,p. 235
tick,43.2,verbs of emission,verbs of sound emission,,p. 235
tingle,43.2,verbs of emission,verbs of sound emission,,p. 235
tinkle,43.2,verbs of emission,verbs of sound emission,,p. 235
toll,43.2,verbs of emission,verbs of sound emission,,p. 235
toot,43.2,verbs of emission,verbs of sound emission,,p. 235
tootle,43.2,verbs of emission,verbs of sound emission,,p. 235
trill,43.2,verbs of emission,verbs of sound emission,,p. 235
trumpet,43.2,verbs of emission,verbs of sound emission,,p. 235
twang,43.2,verbs of emission,verbs of sound emission,,p. 235
ululate,43.2,verbs of emission,verbs of sound emission,,p. 235
vroom,43.2,verbs of emission,verbs of sound emission,,p. 235
wail,43.2,verbs of emission,verbs of sound emission,,p. 235
